PROPERTYID,NAME,ACRES,Shape_Length,Shape_Area
863,Ida B Wells-Barnett Outdoor Pool,0.5187473,277.673614628736,4270.11396993706
864,Woodlawn Community Garden,0.41940226,273.800014871538,3464.07051471613
865,Woodlawn Park,8.22777088,1655.14998522916,67954.6453460458
867,Woodstock Community Center,0.11481734,130.378238692865,945.201758769831
868,Woodstock Park,14.10659362,1381.57467100265,116143.922377629
922,Wright Island,4.34897507,1442.10536559711,35948.6273200426
147,George Himes Park,35.96957313,3838.85057260716,296080.332010899
1196,Johnswood Property,1.25124539,642.765242866584,10344.4447397572
568,Rocky Butte Natural Area,19.63524357,3351.53919981289,162017.267300834
1337,Peace Community Garden,0.26128687,208.699216723852,2153.43482370121
925,Clatsop Butte Park,44.41481737,4061.9740975389,365557.387335395
528,Powell Butte Nature Park,603.03510341,12855.9973448225,4965448.18953413
524,Portland International Raceway,289.27600971,7875.61181523304,2391158.32673283
490,Oaks Bottom Wildlife Refuge,161.58184174,11618.3915069508,1330030.01578982
265,Mill Ends Park,0.00036893,6.70737825797729,3.04102355891469
491,Oaks Crossing,6.02662602,912.50751477069,49592.4569563418
668,Sellwood Riverfront Park,8.17102281,1066.60061793579,67234.6690647596
68,Brooklyn School Park,3.58837105,817.271679696756,29555.6723859052
1322,Alder Ridge Natural Area,13.74593349,2204.38453105366,113462.951621995
1384,Khunamokwst Park,2.43282935,567.995873280131,20083.090060469
1336,Hazelwood Community Garden,0.33876732,207.959123335191,2793.80954757097
120,Fernhill Park,26.70782896,2267.84949205559,220535.729928634
210,Kelly Butte Natural Area,23.34230646,2895.17132642613,192300.606989972
711,Stephens Creek Natural Area,4.73026276,1234.14490630243,38930.0016028218
55,Ash Creek Natural Area,5.64473285,1188.31040382924,46417.9435288262
1198,Foley-Balmer Natural Area,9.64063924,1527.62289933489,79296.8944409395
252,Marshall Park,25.99971999,4520.2631782314,213842.794745369
239,Lincoln Park,7.06097893,973.865266432997,58188.201956499
124,Floyd Light Park,7.64585067,1653.53170213774,63022.1160619553
1393,Powell Butte - Lower Floodplain,65.24447638,7660.66177992067,537094.055349491
1055,Mitchell Creek Natural Area,73.43524156,5324.27233520735,604062.531692712
220,Knott Park,12.74197848,1859.64207398567,105119.037885081
1201,Kimmel Property,0.25108698,246.828909754162,2072.16780694447
2,Cherry Park,10.22776377,1552.50778538963,84283.9211262571
14,Columbia Buffer,4.52353809,2190.55639101548,37383.7889154023
824,University Park,11.4904347,1635.05681798605,94949.6458801627
247,Madrona Park,9.45218246,2420.18095386319,78024.9468307539
241,Lotus Isle Park,1.64511994,688.675555232296,13603.6350735552
841,Washington Park,243.07657825,10264.6185576216,2003611.64582537
23,Couch Park,2.40128689,628.668207485265,19800.5215503864
674,South Park Blocks,8.73071046,3774.65447208151,71956.2718160447
748,SW Hall and 14th,0.53545834,314.624238545186,4413.09232955445
852,Westmoreland Park,43.09213459,4283.80930657835,354618.812002099
1321,West Lents Floodplain,5.25968324,1161.36399700654,43278.2366336682
1388,Maint Facility - 89th and Flavel,1.89971442,653.252344154725,15632.95103487
15,Columbia Childrens Arboretum,27.17813782,2579.75922090608,224633.813786842
812,PlayHaven Park,3.15160679,673.874611026163,25934.6020004202
1224,Senns Dairy Park,1.05963946,479.445992956916,8746.24328915769
92,Burlingame Park,4.66853319,1186.93416831079,38415.5499999272
61,Bloomington Park,12.86525054,1307.29244019708,105930.483837235
101,Earl Boyles Park,7.83997298,1387.56662196515,64569.6229975337
1199,Gates Park,11.19590666,1631.7256752433,92198.8033641837
1398,Brannen Property,0.34440593,217.387120452627,2833.57787352151
218,Kingsley D Bundy Property,6.98832988,1829.29640405899,57517.8688090174
1223,Green Thumb,12.86345212,1329.58486689963,105871.410375294
215,Kenton Park,12.39881453,1281.95025379375,102442.013334825
497,Overlook Park,11.29768632,2144.01455660216,93230.0699866331
150,Gilbert Primary Park,4.39363213,861.037274794283,36167.4445252618
112,Ed Benedict Park,13.4318832,1918.27017484343,110634.233485429
149,Gilbert Heights Park,3.80785898,779.641497198573,31360.6639020501
857,Wilkes Park,1.88356832,596.060481527984,15544.1924545272
833,Vermont Hills Community Garden,0.42715258,263.68363978417,3516.49690110596
1395,Beggars Tick,20.54099887,1782.446911876,169096.28242494
815,Tideman Johnson Natural Area,7.58787263,1864.72800330182,62427.6514749339
60,Blair Community Garden,0.19961219,229.503172751744,1645.50685157679
5,Chimney Park,18.38545359,2008.24956260215,152029.315432414
1407,Veterans Creek Natural Area,5.77414819,1017.94347338062,47510.1034654244
1267,The Fields,3.3507525,757.112925419172,27635.7662992341
90,Buckman Field,11.47704821,1347.83695364832,94633.4666905666
1386,Buttes Natural Area,148.78683188,11024.6482289353,1251669.3422289
793,SW Terwilliger Blvd Parkway,102.81563558,13082.7808168448,846743.790475098
906,Mocks Crest Property,5.86300239,1150.90032269716,48391.7717525057
1406,Baltimore Woods Natural Area,7.02866964,2379.56179077954,61168.8073012309
679,Springwater Corridor,261.63549611,95856.7115089202,2153739.14498118
1410,Furey Community Garden,0.36812427,226.284864650532,3030.62602653147
34,East Delta Park,87.46555299,4423.38633263958,723048.90818793
849,Loll Wildwood Natural Area,23.29952026,2827.27050254485,197704.342090155
203,Johns Community Garden,0.9855965,548.337393122137,8144.00969564189
105,Vera Katz Eastbank Esplanade,10.69104671,6442.14950884966,88134.440668756
861,Willamette Park,26.25910982,3004.46705835674,216131.928699392
1412,Waud Bluff Trail,1.07028679,1004.73121042035,8839.13861957821
1383,Vestal Community Garden,0.38524191,240.396170489678,3176.42854874945
1414,Wilkes Headwaters Property,20.70914279,2157.53998406516,170875.919707394
1411,South Waterfront Greenway Central District,4.35762237,1283.63404100978,35895.0876840438
8,Lan Su Chinese Garden,1.02961546,369.864714614252,8489.67303779721
1417,Big Four Corners Natural Area,145.06120265,10348.3627270599,1197228.40804884
1416,Cross Levee Natural Area,10.74346302,1362.95633347247,88688.7650430167
1241,Columbia Slough Natural Area,1.92158809,581.837066456689,15866.3824712469
1404,Clarendon Community Garden,0.13390409,131.069716645525,1106.59768741984
1421,Bridgeton Slough Natural Area,1.23551032,473.182442988178,10214.7243751111
1427,River View Natural Area,146.06173699,5533.00544687322,1201416.05531429
1332,Ross Island Natural Area,34.28398903,5444.30025070842,282361.852545013
834,Sabin HydroPark,2.17271766,545.259387225093,17933.5230474135
277,Maint Facility - Mt Tabor Yard,6.82986093,1066.93602224554,56277.5860615043
1139,Plaza Blocks,1.83690961,696.069143873831,15140.9520879122
522,Park Ranger Headquarters,0.0216969,54.4875555428946,178.805305557974
1415,Kenton Community Garden,0.40174569,239.659144175435,3319.7761766415
1443,Grant Community Garden,0.15012728,146.480502505313,1238.48397822287
866,Woods Memorial Natural Area,45.97955307,5093.94553513933,378235.005730379
1458,Indian Creek Natural Area,6.91036329,1239.24704477331,56866.254975
1413,Deardorff Creek Natural Area,9.97151033,2014.27022890945,82060.2611302153
209,Kelley Point Park,104.69019694,5087.56904002241,866880.999545778
1222,Brookside,22.16337294,2986.42384238645,182424.608598034
1459,Helensview Community Garden,0.25124483,183.536652132321,2074.29666104562
1462,Catkin Marsh Natural Area,54.90875652,3930.38656920941,453646.992063311
893,Wahoo Creek Natural Area,37.48777845,4396.66184686985,308475.546310687
1465,Centennial Park Community Garden,0.24393256,207.867405917344,2010.37925914807
1464,Oliver-Parklane Community Garden,0.23815344,208.108221810805,1962.98135762867
1461,Flyway Wetlands Natural Area,27.2597953,3091.73442980557,225301.166047494
292,Multnomah Arts Center,5.92350969,908.340421586968,48743.47041593
1480,Colwood Property,91.75859209,4025.34200407516,757770.679226956
1479,SE Division St and SE 150th Ave Property,7.43259074,1238.03209770959,61235.517321026
226,Leach Botanical Garden,17.34516866,2595.15874142964,142762.296282413
50,Ankeny Plaza,0.21434795,183.8761358847,1767.19803359225
1484,Gateway Green Property,25.26695138,3286.73809282583,208372.40648624
1463,Foster Floodplain Natural Area,54.09339734,3411.17246771082,445217.625234953
114,Errol Heights Park,16.31305789,2389.89496265149,134218.105622392
1405,Marine Drive Trail,1.10069199,730.022146515211,9100.76560660417
1487,N Crawford St and N Polk Ave Property,2.99149029,681.263300781803,24715.1221888532
56,Luuwit View Park,15.82032938,2115.33765568803,130557.622951788
1489,Crossroads Community Garden,0.11248852,121.710885582256,925.843686855883
856,Whitaker Ponds Natural Area,25.76079138,2330.42838238448,212768.540760512
341,N Swan Island Boat Ramp,1.65308158,766.920590811766,13650.7975380585
156,Gov Tom McCall Waterfront Park,30.9022614,7718.77795241848,281981.114598024
916,South Waterfront Park,4.51550007,1239.34811250434,37209.3258688159
1498,Powell Butte Community Garden,0.7313777,413.011634300782,6024.57169525356
251,Marquam Nature Park,204.87323917,16054.6841594634,1688532.00433256
1335,Simon and Helen Director Park,0.70666104,314.328897016794,5824.88152105175
1494,Eastminster Community Garden,0.61460146,323.535440247083,5069.24003326255
1366,Gateway Discovery Park,3.01394533,744.318569752138,24857.5396823191
1503,Floyd Light Community Garden,0.45294975,317.159931820244,3733.81309594211
1504,David Douglas Community Garden,0.4239667,242.809619164228,3494.28204349053
189,Hoyt Arboretum,157.16564462,10102.0363881062,1295481.87145517
1500,Marquam Trail,20.64792906,2557.02356418465,170133.160088026
1505,Cesar Chavez Community Garden,0.25381556,183.052948969705,2089.64869755949
127,Forest Park,5110.22238616,86818.0135889282,42205155.8157112
885,Patton Community Garden,0.19407117,191.633830763584,1602.00800864795
224,Laurelhurst Park,32.27087412,2565.06398672001,273409.930743382
266,Mill Park,6.20611029,1487.20838605518,51143.2895410826
